order_item_id,order_id,product_id,quantity,unit_price,unit_price_eur
ITEM-438CD88481,ORD-FF968F3244,PROD-0093,1,64.34,64.34
ITEM-C7E1620844,ORD-FF968F3244,PROD-0123,1,180.07,180.07
ITEM-A8D701A426,ORD-8A6DE4BB76,PROD-0020,1,417.88,417.88
ITEM-4B9B66D2B7,ORD-271BC1429A,PROD-0129,1,432.71,432.71
ITEM-BCC7FD4D00,ORD-ACDE8259E8,PROD-0064,2,317.4,317.4
ITEM-4E128B0AF0,ORD-ACDE8259E8,PROD-0206,1,103.68,103.68
ITEM-AE44DA175C,ORD-AA18E3A9DE,PROD-0234,1,280.12,280.12
ITEM-E781CA2E13,ORD-751B8BD26A,PROD-0075,2,227.06,227.06
ITEM-8F40DD249F,ORD-5FB8094F00,PROD-0031,1,232.13,232.13
ITEM-DADC9330D6,ORD-5FB8094F00,PROD-0120,2,68.09,68.09
ITEM-CA4CDEE051,ORD-74AFC86353,PROD-0068,1,290.22,290.22
ITEM-4E2543C559,ORD-1C3508696E,PROD-0236,2,279.81,279.81
ITEM-EDAD0DADD6,ORD-C53EC0D2C7,PROD-0131,1,436.72,436.72
ITEM-913638DA59,ORD-C53EC0D2C7,PROD-0128,1,392.28,392.28
ITEM-0CD2EE29BB,ORD-C547F2796F,PROD-0192,1,113.61,113.61
ITEM-53C346CFA5,ORD-D166DF507A,PROD-0038,1,195.46,195.46
ITEM-C251D38058,ORD-D166DF507A,PROD-0217,1,343.71,343.71
ITEM-B3C11C8EBD,ORD-9CF6F7ABA8,PROD-0184,2,273.59,273.59
ITEM-B44025062A,ORD-22C704054E,PROD-0101,1,498.07,498.07
ITEM-0F42F38444,ORD-D395B9EA98,PROD-0150,1,207.15,207.15
ITEM-F5FC646814,ORD-D395B9EA98,PROD-0038,2,195.46,195.46
ITEM-83E62DFE93,ORD-D395B9EA98,PROD-0131,1,436.72,436.72
ITEM-0D9B48611D,ORD-F1233181D3,PROD-0056,3,473.69,473.69
ITEM-DAD221B0D7,ORD-F1233181D3,PROD-0006,1,103.42,103.42
ITEM-8E3F7CF9E3,ORD-6363110D20,PROD-0103,2,441.03,441.03
ITEM-7BEA4884B2,ORD-42716D6468,PROD-0042,1,385.46,385.46
ITEM-AC95C59B54,ORD-42716D6468,PROD-0187,2,440.93,440.93
ITEM-8E8AF64DAE,ORD-B628AD83BF,PROD-0020,2,417.88,417.88
ITEM-6FC8EEA494,ORD-413997ED12,PROD-0224,1,368.23,368.23
ITEM-8D9B69E1AD,ORD-1158CAA09E,PROD-0046,1,435.91,435.91
ITEM-6A6B0442C8,ORD-1158CAA09E,PROD-0217,1,343.71,343.71
ITEM-37EF8944D6,ORD-C15838706B,PROD-0149,3,450.52,450.52
ITEM-8491D5E5D3,ORD-F79B7A74FA,PROD-0100,1,9.61,9.61
ITEM-80BF18DD7F,ORD-7AC980DF30,PROD-0019,1,55.0,55.0
ITEM-505C2ABD3A,ORD-A737F750E8,PROD-0047,1,256.29,256.29
ITEM-42C28EDD13,ORD-75BEF54875,PROD-0043,1,957.43,220.21
ITEM-D071140E29,ORD-7C24CA1278,PROD-0144,1,25.39,5.84
ITEM-DC54A39195,ORD-973FF3EB63,PROD-0232,1,180.64,180.64
ITEM-D83FECC893,ORD-973FF3EB63,PROD-0093,1,64.34,64.34
ITEM-4A0781EA60,ORD-973FF3EB63,PROD-0171,2,230.95,230.95
ITEM-3C418F8375,ORD-BC2CECC310,PROD-0136,1,143.17,143.17
ITEM-A63D825614,ORD-BC2CECC310,PROD-0008,1,405.67,405.67
ITEM-D9A17E5455,ORD-4EB8C020F6,PROD-0189,1,198.04,198.04
ITEM-A4D8AF957E,ORD-4EB8C020F6,PROD-0149,1,450.52,450.52
ITEM-1DF8F932B0,ORD-0E52275CB1,PROD-0201,1,142.74,142.74
ITEM-D63221B579,ORD-EE97E24CE5,PROD-0027,1,411.79,411.79
ITEM-1E167A46D3,ORD-EE97E24CE5,PROD-0181,1,447.05,447.05
ITEM-72C9019699,ORD-8A84109A1F,PROD-0079,1,418.83,418.83
ITEM-7237F43622,ORD-8A84109A1F,PROD-0141,1,365.63,365.63
ITEM-F8C90B6972,ORD-8A84109A1F,PROD-0089,1,294.17,294.17
ITEM-1BB24D358C,ORD-112E71E20B,PROD-0242,2,179.15,179.15
ITEM-8971BC6EC6,ORD-112E71E20B,PROD-0014,1,486.69,486.69
ITEM-764C4E1022,ORD-6FC68257FB,PROD-0126,2,488.22,488.22
ITEM-12CB8F35AA,ORD-BB04B3C45F,PROD-0250,1,67.66,67.66
ITEM-524DE8EFCC,ORD-BB04B3C45F,PROD-0113,2,30.15,30.15
ITEM-6705F615DC,ORD-E91E122F4C,PROD-0109,1,445.41,445.41
ITEM-62313C562A,ORD-3119228A2F,PROD-0167,1,381.94,446.87
ITEM-7E87D641E8,ORD-0440C99317,PROD-0078,1,45.69,53.46
ITEM-4022490995,ORD-849C0E7B8D,PROD-0035,1,219.85,257.22
ITEM-F5728A862F,ORD-C869361BA9,PROD-0133,1,133.39,156.07
ITEM-5B820C049F,ORD-EF6E16949A,PROD-0192,2,97.1,113.61
ITEM-F27ECE63DA,ORD-6AB0EDF873,PROD-0130,1,83.8,83.8
ITEM-ACA41DC75C,ORD-47CF05C08C,PROD-0089,1,294.17,294.17
ITEM-928D0FCA9C,ORD-34906329F9,PROD-0034,1,184.19,184.19
ITEM-D9206C0D0E,ORD-34906329F9,PROD-0160,1,51.23,51.23
ITEM-5A31EC4B40,ORD-34906329F9,PROD-0213,1,290.02,290.02
ITEM-7BEEFAAD1F,ORD-46A0EBCBD1,PROD-0102,1,255.41,255.41
ITEM-B4B207410E,ORD-15D62BB792,PROD-0141,1,365.63,365.63
ITEM-6F2F5894F7,ORD-01C7327173,PROD-0003,2,371.63,371.63
ITEM-8A878F82DE,ORD-A621EA1960,PROD-0192,1,113.61,113.61
ITEM-0105955DFB,ORD-A621EA1960,PROD-0042,2,385.46,385.46
ITEM-24BFD50E15,ORD-A621EA1960,PROD-0012,2,424.51,424.51
ITEM-39DDE8EBA3,ORD-DC97A810F8,PROD-0087,1,484.51,484.51
ITEM-25F036CA93,ORD-EA99591B47,PROD-0174,1,408.43,408.43
ITEM-39967B6D47,ORD-48B19C31BD,PROD-0035,2,257.22,257.22
ITEM-AA65642D47,ORD-4ECFCB3C93,PROD-0242,1,179.15,179.15
ITEM-4AE7A117E6,ORD-4ECFCB3C93,PROD-0099,1,161.51,161.51
ITEM-D0CDFFA078,ORD-D099FF666C,PROD-0232,2,180.64,180.64
ITEM-3FF2808FF7,ORD-D099FF666C,PROD-0014,1,486.69,486.69
ITEM-06564FDD9B,ORD-C923C1305B,PROD-0031,3,232.13,232.13
ITEM-26B4CB993C,ORD-C923C1305B,PROD-0228,1,416.21,416.21
ITEM-FEB3791219,ORD-C923C1305B,PROD-0136,1,143.17,143.17
ITEM-771CABD713,ORD-C923C1305B,PROD-0212,3,58.51,58.51
ITEM-730EE066AA,ORD-8BC645EE34,PROD-0031,2,198.4,232.13
ITEM-8F92B273A1,ORD-9BEBF996E6,PROD-0109,3,380.69,445.41
ITEM-AD03425DE8,ORD-E2D1F60A7F,PROD-0018,2,492.68,492.68
ITEM-BECB5123A4,ORD-A8952A0422,PROD-0197,2,333.18,333.18
ITEM-50D7B62987,ORD-47A6C88AF3,PROD-0207,3,123.08,123.08
ITEM-F0F6AF73A9,ORD-47A6C88AF3,PROD-0166,1,125.77,125.77
ITEM-3AB5042AAA,ORD-B8CA014725,PROD-0243,1,129.44,129.44
ITEM-44BC629255,ORD-B8CA014725,PROD-0058,2,464.81,464.81
ITEM-8B338A0649,ORD-03F343CCA8,PROD-0181,1,382.09,447.05
ITEM-6C161288E0,ORD-03F343CCA8,PROD-0230,1,286.97,335.75
ITEM-65DC2232FA,ORD-14A05881A8,PROD-0049,2,394.53,461.6
ITEM-7D8D92821E,ORD-14A05881A8,PROD-0160,2,43.79,51.23
ITEM-A0057470B5,ORD-14A05881A8,PROD-0062,2,147.31,172.35
ITEM-ECB59B3496,ORD-06CE1FB137,PROD-0198,1,72.17,72.17
ITEM-12F8EADC11,ORD-06CE1FB137,PROD-0216,1,55.44,55.44
ITEM-2039F35941,ORD-06CE1FB137,PROD-0043,2,220.21,220.21
ITEM-525C19F0D5,ORD-90FC92191A,PROD-0130,1,83.8,83.8
ITEM-3BF789F799,ORD-E59EA2D17C,PROD-0247,2,264.7,264.7
ITEM-44713FD7D9,ORD-E59EA2D17C,PROD-0136,2,143.17,143.17
ITEM-D22D0E7121,ORD-B39494765B,PROD-0067,1,70.49,70.49
ITEM-7646F6F0A1,ORD-B39494765B,PROD-0171,1,230.95,230.95
ITEM-71A74A1CEF,ORD-69DB286AD3,PROD-0081,2,243.27,243.27
ITEM-C99CCCD865,ORD-69DB286AD3,PROD-0107,2,279.53,279.53
ITEM-2F560C8F25,ORD-D504988C0B,PROD-0161,2,338.03,338.03
ITEM-15CCC353D1,ORD-2CD9F252CA,PROD-0198,1,72.17,72.17
ITEM-865A3D9ED5,ORD-9E739747A2,PROD-0033,2,294.37,294.37
ITEM-AC04AEE110,ORD-B68366BABB,PROD-0149,1,450.52,450.52
ITEM-EC822B139A,ORD-B68366BABB,PROD-0064,1,317.4,317.4
ITEM-40B2FE672A,ORD-1AED061DD0,PROD-0003,1,371.63,371.63
ITEM-C65B4D29C6,ORD-EEECDFB41F,PROD-0203,3,375.77,375.77
ITEM-FE91F4CBF8,ORD-EEECDFB41F,PROD-0094,2,291.56,291.56
ITEM-CDF67EF991,ORD-1A710A7D35,PROD-0155,1,217.79,217.79
ITEM-CD4AF6ABDA,ORD-057D9FA48B,PROD-0220,1,255.45,255.45
ITEM-5C02F95044,ORD-5A481445D4,PROD-0186,1,294.12,294.12
ITEM-06DA0648C0,ORD-511CAB0A24,PROD-0229,1,125.71,125.71
ITEM-3D8EEAB516,ORD-61D4A11FB2,PROD-0082,1,982.95,86.5
ITEM-EBCDC35342,ORD-677C6E23A7,PROD-0155,2,217.79,217.79
ITEM-4B54A711E4,ORD-B8237B6E2D,PROD-0057,3,436.85,436.85
ITEM-1524E06C57,ORD-51A248E447,PROD-0054,2,408.93,408.93
ITEM-71B7D68039,ORD-AD749F50F7,PROD-0101,2,498.07,498.07
ITEM-9D1030E824,ORD-AD749F50F7,PROD-0064,1,317.4,317.4
ITEM-E6E54ACF0B,ORD-59846AC54B,PROD-0149,2,450.52,450.52
ITEM-241C24D332,ORD-59846AC54B,PROD-0244,2,161.2,161.2
ITEM-712F8DEBDD,ORD-A53987E0D9,PROD-0104,3,146.07,146.07
ITEM-2625C7C2BE,ORD-A53987E0D9,PROD-0216,1,55.44,55.44
ITEM-D04FB5FE98,ORD-A53987E0D9,PROD-0215,1,298.09,298.09
ITEM-14A925106A,ORD-EF997C6C9E,PROD-0044,1,438.55,438.55
ITEM-4824921F90,ORD-E0429ADBAB,PROD-0008,1,405.67,405.67
ITEM-C78CFF5FCB,ORD-E0429ADBAB,PROD-0111,1,174.73,174.73
ITEM-40DADEB489,ORD-4FD0B36192,PROD-0142,1,492.2,492.2
ITEM-213A4C725E,ORD-F02FDA29CE,PROD-0078,1,232.43,53.46
ITEM-A2836740F5,ORD-8BE1BA0BE2,PROD-0161,1,1469.7,338.03
ITEM-697813240D,ORD-D1268B2795,PROD-0243,1,562.78,129.44
ITEM-500C27ADC4,ORD-D1268B2795,PROD-0098,1,303.39,69.78
ITEM-F3FE990D79,ORD-5884698E7B,PROD-0048,1,1662.78,382.44
ITEM-F3FE990D79,ORD-5884698E7B,PROD-0048,1,1662.78,382.44
ITEM-428467007B,ORD-F2AAE30A9E,PROD-0095,1,212.52,212.52
ITEM-C6F7584EA3,ORD-8D06DFFAD1,PROD-0068,1,290.22,290.22
ITEM-D89F3980C6,ORD-3BA2DD0F6A,PROD-0188,1,7.92,7.92
ITEM-84CD903768,ORD-3BA2DD0F6A,PROD-0110,1,139.81,139.81
ITEM-1363D5B4DB,ORD-F89FC3123C,PROD-0213,1,290.02,290.02
ITEM-C284CE92B0,ORD-3C8F0D82AB,PROD-0233,1,440.76,440.76
ITEM-C19BACF113,ORD-D2596E354E,PROD-0091,1,44.66,44.66
ITEM-36F24D8471,ORD-D2596E354E,PROD-0041,1,342.45,342.45
ITEM-7A7D6104FE,ORD-D2596E354E,PROD-0026,1,422.21,422.21
ITEM-306D9D08A5,ORD-4333D95DDF,PROD-0083,1,136.28,136.28
ITEM-56E927E761,ORD-F441D7F9D8,PROD-0171,1,230.95,230.95
ITEM-467BA93D74,ORD-F441D7F9D8,PROD-0198,1,72.17,72.17
ITEM-4CEB63E845,ORD-816F90AC1E,PROD-0121,1,486.24,486.24
ITEM-986C2D2579,ORD-281E8E66E9,PROD-0110,1,119.5,139.81
ITEM-17E79AC609,ORD-7AACA2D3B0,PROD-0007,3,181.76,212.66
ITEM-5D1C5A2546,ORD-7AACA2D3B0,PROD-0105,1,301.92,353.25
ITEM-9091CE1D1F,ORD-7AACA2D3B0,PROD-0042,2,329.45,385.46
ITEM-7EA740C982,ORD-7AACA2D3B0,PROD-0019,1,47.01,55.0
ITEM-8379024B34,ORD-EB7563CAAC,PROD-0243,3,129.44,129.44
ITEM-4F1C7A4224,ORD-AB9E1B4CF7,PROD-0067,2,70.49,70.49
ITEM-FCF9203AB8,ORD-AB9E1B4CF7,PROD-0149,1,450.52,450.52
ITEM-59D7885C9D,ORD-2F418FCA40,PROD-0225,1,309.88,309.88
ITEM-A471B21366,ORD-B43B668C1C,PROD-0013,1,26.51,26.51
ITEM-4FE21DFD1B,ORD-44A5C792F0,PROD-0026,2,1835.7,422.21
ITEM-BE16D3E98E,ORD-44A5C792F0,PROD-0053,1,2059.74,473.74
ITEM-82EFF038BF,ORD-B43CA462C0,PROD-0028,1,597.96,137.53
ITEM-47D7097136,ORD-FE8D3CEEDE,PROD-0006,1,449.65,103.42
ITEM-F2C66006DA,ORD-647C274186,PROD-0088,1,152.91,35.17
ITEM-15F404CE38,ORD-ED58F2DCFF,PROD-0033,1,1279.87,294.37
ITEM-87DC9DC1A8,ORD-194EF5BCB3,PROD-0209,1,1498.18,131.84
ITEM-A1324B2C55,ORD-6F6011BC1E,PROD-0193,3,2244.09,197.48
ITEM-4CB0A3F8B0,ORD-8CB312F79E,PROD-0044,1,4983.52,438.55
ITEM-8F527AF368,ORD-BF633F78D4,PROD-0095,1,2415.0,212.52
ITEM-243DB14B25,ORD-BF633F78D4,PROD-0023,3,3061.36,269.4
ITEM-55CC66CCC7,ORD-BF633F78D4,PROD-0009,1,954.89,84.03
ITEM-25082B92FE,ORD-6A36AB3893,PROD-0226,1,2776.48,244.33
ITEM-63C64A81C7,ORD-6A36AB3893,PROD-0199,1,1520.23,133.78
ITEM-4268935303,ORD-3D18EE2CA3,PROD-0174,2,1775.78,408.43
ITEM-575F326BDD,ORD-A4D0CF2F07,PROD-0223,1,1011.17,232.57
ITEM-936489C905,ORD-A4D0CF2F07,PROD-0103,1,1917.52,441.03
ITEM-9953619821,ORD-BCA1576883,PROD-0158,1,1605.65,369.3
ITEM-4017934714,ORD-426CB4C018,PROD-0104,2,146.07,146.07
ITEM-F39463F573,ORD-5D81F07071,PROD-0204,2,115.99,115.99
ITEM-FC8FA81036,ORD-5D81F07071,PROD-0089,1,294.17,294.17
ITEM-5E180F5DCD,ORD-6886A8FF7E,PROD-0235,1,47.38,47.38
ITEM-A8405E8C83,ORD-6886A8FF7E,PROD-0061,3,228.49,228.49
ITEM-5D4253E814,ORD-64682B1EC6,PROD-0211,3,390.01,390.01
ITEM-F85AE0A635,ORD-4626095253,PROD-0112,2,135.67,135.67
ITEM-3ECDB7FB49,ORD-B2BBF5B64D,PROD-0189,1,169.26,198.04
ITEM-9826A01E6B,ORD-4250DAE9BB,PROD-0079,1,357.97,418.83
ITEM-C592859B21,ORD-4250DAE9BB,PROD-0063,1,253.23,296.28
ITEM-6DF1918156,ORD-4250DAE9BB,PROD-0015,1,128.31,150.12
ITEM-C221078D70,ORD-58FDC1A03F,PROD-0218,3,420.51,492.0
ITEM-E864D3DF44,ORD-58FDC1A03F,PROD-0048,2,326.87,382.44
ITEM-79C45E3B63,ORD-58FDC1A03F,PROD-0086,1,210.17,245.9
ITEM-2A100DD1B9,ORD-5C6795DD1D,PROD-0015,2,128.31,150.12
ITEM-23CA6B2294,ORD-A2D7C111DE,PROD-0249,1,80.19,93.82
ITEM-544A2459C7,ORD-390CA7722F,PROD-0187,1,440.93,440.93
ITEM-71BE38AFE6,ORD-3776A9EDA5,PROD-0150,1,207.15,207.15
ITEM-C99A9B77E0,ORD-3776A9EDA5,PROD-0026,1,422.21,422.21
ITEM-F25BEEFC38,ORD-D0EAB21EB2,PROD-0165,1,360.58,360.58
ITEM-59B379495B,ORD-4E16AF17B7,PROD-0099,1,161.51,161.51
ITEM-66CD75F43C,ORD-BC1D0C9DD3,PROD-0121,1,486.24,486.24
ITEM-0712934E8F,ORD-A940159302,PROD-0052,2,123.53,123.53
ITEM-F9E9389FC1,ORD-A940159302,PROD-0003,1,371.63,371.63
ITEM-8BBBE568B2,ORD-59850D3AA4,PROD-0215,1,298.09,298.09
ITEM-CB1D7F8832,ORD-17ED487E6E,PROD-0064,3,317.4,317.4
ITEM-543437499A,ORD-6AD77D309B,PROD-0235,1,47.38,47.38
ITEM-41707E68C8,ORD-DD5A49E4A4,PROD-0004,1,213.85,213.85
ITEM-A4F7B77479,ORD-DD5A49E4A4,PROD-0024,1,192.83,192.83
ITEM-9DC313D2C2,ORD-FCCEBBE640,PROD-0020,2,417.88,417.88
ITEM-4EBE111B14,ORD-FCCEBBE640,PROD-0194,2,205.14,205.14
ITEM-645C7480A3,ORD-B7EBBE4E62,PROD-0002,1,115.49,115.49
ITEM-A48A627118,ORD-D16C0B3C6F,PROD-0234,2,280.12,280.12
ITEM-566C1E07A7,ORD-D16C0B3C6F,PROD-0119,2,187.76,187.76
ITEM-4685775BD6,ORD-1A0DED35B7,PROD-0247,1,264.7,264.7
ITEM-7CA2AB2D79,ORD-FFAE340CB8,PROD-0073,1,204.3,204.3
ITEM-23E5C02310,ORD-FFAE340CB8,PROD-0091,1,44.66,44.66
ITEM-B765167984,ORD-FFAE340CB8,PROD-0045,1,382.17,382.17
ITEM-BA3668527C,ORD-3C23BB0D5C,PROD-0023,1,269.4,269.4
ITEM-768A11F5BF,ORD-FCF093050A,PROD-0044,1,438.55,438.55
ITEM-5030496717,ORD-8EE5138104,PROD-0209,1,131.84,131.84
ITEM-EE2A8C883D,ORD-8EE5138104,PROD-0131,1,436.72,436.72
ITEM-246A6C0F65,ORD-FB4CEF93AD,PROD-0138,3,469.92,469.92
ITEM-FF7CB0C63F,ORD-FB4CEF93AD,PROD-0160,1,51.23,51.23
ITEM-DA4EDF89CD,ORD-34F6E51F4B,PROD-0243,2,129.44,129.44
ITEM-0DEBB3B2BE,ORD-ACB3D87617,PROD-0236,1,279.81,279.81
ITEM-DC8543F13B,ORD-4CD2FDEF5E,PROD-0172,2,267.91,267.91
ITEM-DDB2F3D536,ORD-4CD2FDEF5E,PROD-0008,2,405.67,405.67
ITEM-76C56393EA,ORD-BB7867E865,PROD-0118,1,452.44,452.44
ITEM-640B99FC7C,ORD-BB7867E865,PROD-0046,1,435.91,435.91
ITEM-79D493C2FD,ORD-BB7867E865,PROD-0218,1,492.0,492.0
ITEM-3B7F987A59,ORD-BB7867E865,PROD-0101,3,498.07,498.07
ITEM-FBAD38097D,ORD-595DB3D2A0,PROD-0100,1,9.61,9.61
ITEM-77C0041DC5,ORD-595DB3D2A0,PROD-0088,1,35.17,35.17
ITEM-BF932C8B87,ORD-115A22C926,PROD-0150,2,900.65,207.15
ITEM-332ADFF476,ORD-3EC0D83988,PROD-0058,2,2020.91,464.81
ITEM-1E4999F973,ORD-8E282FC355,PROD-0016,1,800.04,184.01
ITEM-695CA12C48,ORD-A587D63BB3,PROD-0054,3,1777.96,408.93
ITEM-0E7C7810A7,ORD-A587D63BB3,PROD-0069,2,1759.61,404.71
ITEM-695CA12C48,ORD-A587D63BB3,PROD-0054,3,1777.96,408.93
ITEM-0E7C7810A7,ORD-A587D63BB3,PROD-0069,2,1759.61,404.71
ITEM-BAE430168B,ORD-7F135F69A6,PROD-0178,1,384.08,384.08
ITEM-6B31C25804,ORD-7F135F69A6,PROD-0122,2,108.99,108.99
ITEM-65F1B1D873,ORD-C5B8C69BCB,PROD-0133,2,156.07,156.07
ITEM-BDE4AF9F10,ORD-C5B8C69BCB,PROD-0026,1,422.21,422.21
ITEM-CC863BC9EE,ORD-73D22C7D4E,PROD-0149,3,450.52,450.52
ITEM-82635FA14B,ORD-45A9A06AF1,PROD-0143,2,99.09,99.09
ITEM-8932BC1F86,ORD-45A9A06AF1,PROD-0217,1,343.71,343.71
ITEM-F648E7C6BF,ORD-45A9A06AF1,PROD-0188,1,7.92,7.92
ITEM-725ADFDB7C,ORD-8BA976FB19,PROD-0158,1,369.3,369.3
ITEM-AA333ECBFB,ORD-B8E678C4AC,PROD-0229,3,125.71,125.71
ITEM-78CFCFB41F,ORD-B8E678C4AC,PROD-0155,3,217.79,217.79
ITEM-83C7FB21BA,ORD-8A33611626,PROD-0192,1,113.61,113.61
ITEM-AA772CF8B7,ORD-8A33611626,PROD-0010,2,81.96,81.96
ITEM-700867D16A,ORD-8A33611626,PROD-0117,2,282.65,282.65
ITEM-CB1C6F2402,ORD-22E9A2044D,PROD-0058,1,464.81,464.81
ITEM-86FCDDDB37,ORD-22E9A2044D,PROD-0154,2,417.69,417.69
ITEM-618DCFFE66,ORD-BC975FB8A8,PROD-0202,1,129.87,129.87
ITEM-59BEFF864D,ORD-BE9745F6CB,PROD-0052,1,123.53,123.53
ITEM-8F4ABF4753,ORD-BE9745F6CB,PROD-0060,1,326.69,326.69
ITEM-C5C70A5DBB,ORD-BE9745F6CB,PROD-0015,1,150.12,150.12
ITEM-93B4A54CED,ORD-01788B44B9,PROD-0189,1,198.04,198.04
ITEM-08709EE72B,ORD-01788B44B9,PROD-0227,1,298.27,298.27
ITEM-356617C0DA,ORD-01788B44B9,PROD-0128,1,392.28,392.28
ITEM-A2B3411DA6,ORD-DE953B7B04,PROD-0140,1,23.94,23.94
ITEM-9E81C84880,ORD-A9B3406231,PROD-0237,2,324.72,324.72
ITEM-5FF1A50B15,ORD-A9B3406231,PROD-0002,1,115.49,115.49
ITEM-B2EC6D0D79,ORD-A9B3406231,PROD-0025,1,345.64,345.64
ITEM-5CB1AF8938,ORD-A9B3406231,PROD-0084,2,146.2,146.2
ITEM-0CE1F20129,ORD-A5B8FA9A1D,PROD-0089,2,294.17,294.17
ITEM-CE3C3F0DA5,ORD-A5B8FA9A1D,PROD-0119,1,187.76,187.76
ITEM-7EF10B4EDC,ORD-A5B8FA9A1D,PROD-0216,2,55.44,55.44
ITEM-DEF78E8458,ORD-A5B8FA9A1D,PROD-0208,2,284.16,284.16
ITEM-17665418A8,ORD-FDF6F3BB60,PROD-0032,1,373.77,373.77
ITEM-2DB7E26BA4,ORD-6682B99BD9,PROD-0004,1,2430.11,213.85
ITEM-42EDA198BC,ORD-FC325A9ADE,PROD-0204,1,1318.07,115.99
ITEM-AA86FC947D,ORD-FC325A9ADE,PROD-0156,3,1869.43,164.51
ITEM-5DDB561DA3,ORD-AFBC9ECC93,PROD-0127,2,196.25,17.27
ITEM-2B5F385812,ORD-6AF9EF2C13,PROD-0175,1,355.67,416.13
ITEM-FD33EFDD4A,ORD-6AF9EF2C13,PROD-0124,2,176.21,206.16
ITEM-8A0AD2615B,ORD-0A145C8F39,PROD-0175,1,355.67,416.13
ITEM-63205ACE6E,ORD-0A145C8F39,PROD-0212,2,50.01,58.51
ITEM-BBC39DF646,ORD-0A145C8F39,PROD-0038,1,167.06,195.46
ITEM-D699EB5489,ORD-2F3FC61496,PROD-0205,1,21.31,24.93
ITEM-EB85CB8D01,ORD-C3F43A0280,PROD-0059,1,89.38,104.57
ITEM-1119005688,ORD-396D091F09,PROD-0095,3,212.52,212.52
ITEM-D872909C49,ORD-52B57F4C7C,PROD-0035,1,257.22,257.22
ITEM-398D2B1C15,ORD-C8D21F9732,PROD-0100,2,9.61,9.61
ITEM-25481850E4,ORD-C8D21F9732,PROD-0128,1,392.28,392.28
ITEM-D2BA1C46CE,ORD-E456EFAD1C,PROD-0245,1,346.63,346.63
ITEM-83098B1FEB,ORD-E456EFAD1C,PROD-0102,1,255.41,255.41
ITEM-E3279492E4,ORD-7F0C01374A,PROD-0197,1,333.18,333.18
ITEM-F4F3FBDADE,ORD-7F0C01374A,PROD-0213,1,290.02,290.02
ITEM-9904B03AC3,ORD-EF886A906C,PROD-0158,1,369.3,369.3
ITEM-89551E606C,ORD-B928BCC75F,PROD-0081,1,243.27,243.27
ITEM-E749E87447,ORD-2160B23B93,PROD-0024,1,192.83,192.83
ITEM-5AA1A7EB1A,ORD-2160B23B93,PROD-0137,1,341.36,341.36
ITEM-92DBE87E5F,ORD-48149EA05C,PROD-0239,1,347.43,347.43
ITEM-5C15E60797,ORD-40BCC2D9F4,PROD-0001,1,60.11,60.11
ITEM-02BC3446CB,ORD-FC88FC5B90,PROD-0170,1,280.92,280.92
ITEM-0704B2DBB1,ORD-D316D6B156,PROD-0217,2,343.71,343.71
ITEM-AD63DF9D82,ORD-D316D6B156,PROD-0248,1,417.15,417.15
ITEM-5D3D7BF42C,ORD-2D1C0EFA76,PROD-0005,1,120.17,120.17
ITEM-AAA8778ABC,ORD-2D1C0EFA76,PROD-0133,1,156.07,156.07
ITEM-BD416340D5,ORD-4048A0623F,PROD-0026,1,422.21,422.21
ITEM-74901F0598,ORD-4B5AF4BAAB,PROD-0133,1,156.07,156.07
ITEM-C8B7D29428,ORD-611934A6AD,PROD-0054,2,408.93,408.93
ITEM-4CD9BF6855,ORD-611934A6AD,PROD-0033,2,294.37,294.37
ITEM-B131CD59C9,ORD-611934A6AD,PROD-0179,1,123.43,123.43
ITEM-9DCE0CB94D,ORD-9D803846EC,PROD-0248,1,417.15,417.15
ITEM-C9AA53D987,ORD-9D803846EC,PROD-0008,1,405.67,405.67
ITEM-F814553819,ORD-9D803846EC,PROD-0177,1,377.13,377.13
ITEM-D3788BEC4D,ORD-E7674D7D1E,PROD-0122,1,108.99,108.99
ITEM-B8947B168A,ORD-E7674D7D1E,PROD-0238,3,13.54,13.54
ITEM-DB2BD63D81,ORD-B57AC0C660,PROD-0173,1,475.27,475.27
ITEM-041C7DEE9F,ORD-DCCFBFF1D4,PROD-0228,1,416.21,416.21
ITEM-F3B0CC4129,ORD-B41F60C7AA,PROD-0168,3,390.32,390.32
ITEM-30C3FA6869,ORD-2C5265BCAA,PROD-0228,1,416.21,416.21
ITEM-E4F0FB5BD5,ORD-BF052DFC28,PROD-0233,2,440.76,440.76
ITEM-D70853745A,ORD-C03030FCD7,PROD-0092,2,38.64,38.64
ITEM-7A89DBCA93,ORD-C03030FCD7,PROD-0214,1,201.34,201.34
ITEM-1E83750026,ORD-646F9D0905,PROD-0133,1,156.07,156.07
ITEM-1E83750026,ORD-646F9D0905,PROD-0133,1,156.07,156.07
ITEM-4A8BB1B97F,ORD-66B6ED2A34,PROD-0161,1,288.91,338.03
ITEM-45FEDBD657,ORD-66B6ED2A34,PROD-0146,1,288.0,336.96
ITEM-3E614F3B06,ORD-D3EC721120,PROD-0166,1,107.5,125.77
ITEM-DF0F8778F4,ORD-D3EC721120,PROD-0060,1,279.22,326.69
ITEM-6B9257D8CA,ORD-B0DBD5F402,PROD-0215,1,254.78,298.09
ITEM-4AC25609AC,ORD-B0DBD5F402,PROD-0054,1,349.51,408.93
ITEM-0A2CEE5636,ORD-B0DBD5F402,PROD-0245,1,296.26,346.63
